Id,Texto,Sentimiento,Texto_preprocesado
1.0959873159300014e+18,? #EnDirecto @rogertorrent cree que la intervención de @junqueras se leerá  en los libros de historia  #JuicioProces https://t.co/xIuUKKWTze https://t.co/FuQOlnAyQz,Negativo,"['cree', 'intervención', 'leerá', 'libros', 'historia']"
1.1035847371662787e+18,"RT @PJuvencioC: @lopez_vallet Hitler hizo exactamente lo que los indepes, pervertir la ley mediante el fraude para acabar con todos los con…",Negativo,"['hitler', 'hizo', 'exactamente', 'indepes', 'pervertir', 'ley', 'mediante', 'fraude', 'acabar']"
1.093270765833736e+18,"@ErnestoEkaizer Dígale al imbécil de Alfonso Guerra que en su transición había un ejército que ya hizo de “relator” en la redacción de la constitución. Llámale relator, llámale amenazador.",Positivo,"['dígale', 'imbécil', 'alfonso', 'guerra', 'transición', 'ejército', 'hizo', 'relator', 'redacción', 'constitución', 'llámale', 'relator', 'llámale', 'amenazador']"
1.0932073220197088e+18,"@RupertCocke @sarcasmodigame @MariadelMarMen9 Estoy de acuerdo, pero es que no se ha empezado ni a debatir… Para ir de la A a Z, lo importantes es pasar por B C D E…, es decir, introduciendo la democracia directa poco a poco... A TODOS los políticos (incluidos indepes) les interesa mantener la Partidocracia.",Positivo,"['acuerdo', 'empezado', 'debatir', 'ir', 'z', 'importantes', 'pasar', 'b', 'c', 'd', 'decir', 'introduciendo', 'democracia', 'directa', 'políticos', 'incluidos', 'indepes', 'interesa', 'mantener', 'partidocracia']"
1.0978161256084684e+18,"Aquí tenéis la miga del independentismo. Alguien q llama invasores a quienes han sido elegidos democráticamente (no a dedo como los presidents) Alguien cuyo argumento es el insulto, alguien q dice q ¡Cat es una nación! ¡Y anterior a España! Discípulo d Cucurull y d la estulticia https://t.co/2xVsKf00EZ",Negativo,"['aquí', 'miga', 'independentismo', 'alguien', 'q', 'llama', 'invasores', 'sido', 'elegidos', 'democráticamente', 'dedo', 'president', 'alguien', 'cuyo', 'argumento', 'insulto', 'alguien', 'q', 'dice', 'q', 'cat', 'nación', 'anterior', 'españa', 'discípulo', 'd', 'cucurull', 'd', 'estulticia']"
1.0960077234796913e+18,"@jordialapreso Es exactamente al revés. La política española y la vida en general continuarán pero en CataluÑa o el independentismo se baja del burro o seguiremos bloqueados hasta que la población los rechace rotundamente, cosa que se está produciendo ya, debido a la aberrante caza de brujas",Positivo,"['exactamente', 'revés', 'política', 'española', 'vida', 'general', 'continuarán', 'cataluña', 'independentismo', 'baja', 'burro', 'seguiremos', 'bloqueados', 'población', 'rechace', 'rotundamente', 'cosa', 'produciendo', 'debido', 'aberrante', 'caza', 'brujas']"
1.0976146141567712e+18,@rosamariaartal Yo en Sant Jordi espero no encontrarme a políticos dando rosas. Que no me fastidien el día.,Positivo,"['sant', 'jordi', 'espero', 'encontrarme', 'políticos', 'dando', 'rosa', 'fastidien', 'día']"
1.0961114898350244e+18,"ITALIA ha gastado 15 millones de euros en programa de empleo para inmigrantes musulmanes, pero logró que solo 120 trabajen (de cientos de miles)  ?estos ilusionistas ???!!!  #VoxExtremaNecesidad #EspañolesPrimero #DefiendeEspaña #StopIslam #AhoraVOX  https://t.co/CF1WrfwdxT",Negativo,"['italia', 'gastado', 'millones', 'euro', 'programa', 'empleo', 'inmigrantes', 'musulmanes', 'logró', 'solo', 'trabajen', 'cientos', 'mile', 'ilusionistas']"
1.099359232779014e+18,"@ochoabravo32 @David_n_Goliat @canilero9 @Julii1985 @jordivergesb @bla_7863 @AlfonsoIXLeon @vlc_JI @CODEXREVISUS @silvia_yucca @Capdecul1 @rumbletoe @lovenjaire @RAGAFO1 @auroraborreal88 @airebros @ElPaco17170917 @LauraFangs @RafaColono @may_adell @JordiMasFont @Morafanova @RamonBerenguerI @barnazen @ap_poch @crmontoro @Jrgen27307674 @kiko0243 @Argumentosepara @JesusFase2 @Ibermensch @states_spain @33Joanot @TabarniaSur @fhaherrera @serem1infern @Blamitter @berguetanu @Oletros @hlcannibal @vivi190473 @mosnunez @nuriapatona @Sam46a @VictorTabarnia @NarSpaniaTietra @DonTenori14 @CDRTabarnia @FerranAntequera @Xipress De vosotros si, la nueva Arrimadas jejejeje, una casada con un indepe y esta indepe.. increíble...  para que veas   https://t.co/bSQnAnTl1y",Positivo,"['si', 'nueva', 'arrimadas', 'jejejeje', 'casada', 'indepe', 'indepe', 'increíble', 'veas']"
1.0961581726859672e+18,Duro artículo de 'The Washington Post':  España está juzgando a su democracia  https://t.co/6bO7H8U5Pk,Positivo,"['duro', 'artículo', 'the', 'washington', 'post', 'españa', 'juzgando', 'democracia']"
1.1037105176869272e+18,Abascal responde al boicot del PSC al gran acto de Vox en Barcelona:  Sois los tontos útiles del separatismo . por @Maiteloureiro_  https://t.co/3HbE5tq5mR vía @libertaddigital,Negativo,"['abascal', 'responde', 'boicot', 'psc', 'gran', 'acto', 'vox', 'barcelona', 'tontos', 'útiles', 'separatismo', 'vía']"
1.0960027227242332e+18,"Mandar a pegar a personas que tan sólo querían votar  Enviar a prisión preventiva a políticos por poner urnas,cuando varios países de Europa ya han dicho que son inocentes  Un juicio politizado de una justicia sin separación de poderes  ...la imagen exterior de Ñ es cojonuda oiga",Positivo,"['mandar', 'pegar', 'persona', 'tan', 'sólo', 'querían', 'votar', 'enviar', 'prisión', 'preventiva', 'políticos', 'poner', 'urnascuando', 'varios', 'países', 'europa', 'dicho', 'inocentes', 'juicio', 'politizado', 'justicia', 'separación', 'poderes', 'imagen', 'exterior', 'ñ', 'cojonuda', 'oiga']"
1.0423393464671724e+18,"@pilarc_pilarc Ten, manipuladora 💅💅 se te cayó el  ME ESTAS HABLANDO EN POLACO??  que le suelta el fachamierda primero #ZASCA  https://t.co/XQ08KuVgtI",Positivo,"['ten', 'manipuladora', 'cayó', 'hablando', 'polaco', 'suelta', 'fachamierda', 'primero']"
1.0976052762141408e+18,"RT @claudiperez: “Nunca ha habido un acuerdo con los independentistas”, dice Sanchez. “No había condiciones” para votar a favor de la moció…",Positivo,"['nunca', 'acuerdo', 'independentistas', 'dice', 'sanchez', 'condiciones', 'votar', 'favor', 'moció']"
1.0978039799904625e+18,"Que manía de preguntar a @Lroldansu si @CiudadanosCs pactará con Vox, es una fuerza de momento extraparlamentaria y además aún no conocemos su programa, lo que tenemos claro es que no pactaremos con quien quiere romper España! #ObjetivoElecciones https://t.co/aUcKsMpSEt",Negativo,"['manía', 'preguntar', 'si', 'pactará', 'vox', 'fuerza', 'momento', 'extraparlamentaria', 'además', 'aún', 'conocemos', 'programa', 'claro', 'pactaremos', 'quiere', 'romper', 'españa']"
1.1035598231305295e+18,"@danidl Ya ves, las preocupaciones de C's son no pactar con el PSOE ante todo y bajo ningún concepto (y mira q eso podría dejar  sin ningún poder a los indepes). Q esta gente vaya por ahí contemplando q todo el mundo tenga un arma en su casa, nada que mencionar, supongo.",Negativo,"['f', 'preocupaciones', 'c', 'pactar', 'psoe', 'bajo', 'ningún', 'concepto', 'mira', 'q', 'podría', 'dejar', 'ningún', 'poder', 'indepes', 'q', 'gente', 'vaya', 'ahí', 'contemplando', 'q', 'mundo', 'arma', 'casa', 'mencionar', 'supongo']"
1.1028984559980952e+18,"Me encantaría que me hubieran citado a declarar como testigo del #JuicioProcés para explicar el miedo, la angustia, la preocupación, el insomnio, la tristeza, la soledad y el resto de emociones negativas e intensas que sentimos en septiembre y octubre de 2017.",Negativo,"['encantaría', 'citado', 'declarar', 'testigo', 'explicar', 'miedo', 'angustia', 'preocupación', 'insomnio', 'tristeza', 'soledad', 'resto', 'emociones', 'negativas', 'intensas', 'sentimos', 'septiembre', 'octubre']"
1.1030540710098656e+18,"@verumfabula64 @PtfLaSilenciosa @joseantich @elnacionalcat Y el Parlamento está sometido al control judicial Recuérdaselo a los independentistas, que tienen memoria selectiva y esta parte no les mola 😜",Negativo,"['parlamento', 'sometido', 'control', 'judicial', 'recuérdaselo', 'independentistas', 'memoria', 'selectiva', 'parte', 'mola']"
1.0959854878971535e+18,"Empieza @junqueras demostrando su capacidad oratoria. Los están convirtiendo en héroes. Muchas gracias, estado español.  #JudiciaALaDemocràcia #JudiciFarsa #JudiciProcés #JudiciaCatalunya",Positivo,"['empieza', 'demostrando', 'capacidad', 'oratoria', 'convirtiendo', 'héroes', 'muchas', 'gracias', 'español']"
1.0973072576526296e+18,"Maduro, una pregunta: ¿ De verdad, tú vas a ordenar que militares y civiles armados disparen a matar contra ese río humano de ciudadanos venezolanos, desesperado por pan y libertad?  ¿Y Uds, militares acometerán ese crimen de lesa humanidad?  https://t.co/R09IaHxFTC",Neutral,"['maduro', 'pregunta', 'verdad', 'va', 'ordenar', 'militares', 'civiles', 'armados', 'disparen', 'matar', 'río', 'humano', 'ciudadanos', 'venezolanos', 'desesperado', 'pan', 'libertad', 'uds', 'militares', 'acometerán', 'crimen', 'lesa', 'humanidad']"
1.0918904842036675e+18,RT @allantercalivre: O Congresso em imagens. https://t.co/b6qebrovEP,Neutral,"['congresso', 'em', 'imagens']"
1.0932663310996316e+18,@ghoficial @XLoganLobeznoX Sofía a la calle no nos toméis el pelo,Neutral,"['sofía', 'calle', 'toméis', 'pelo']"
1.0920481672128637e+34,"RT @JotaMSilvaA: EuroVisión del padecimiento. #Puigdemont y el grito de Munch, por Xavier Sardà https://t.co/SX8uNDxCYo",Negativo,"['eurovisión', 'padecimiento', 'grito', 'munch', 'xavier', 'sardà']"
1.0990401581821952e+18,Pues yo creo que sí nos quitan a Arrimadas de Cataluña debería ser para ir de número 1. Para ir de nº 2 mejor que no nos deje. #EsLoQuePienso,Negativo,"['pues', 'creo', 'quitan', 'arrimadas', 'cataluña', 'debería', 'ser', 'ir', 'número', 'ir', 'nº', 'mejor', 'deje']"
1.0976431731181322e+18,Vergonzoso ataque de Álvaro Ojeda a Àlex Granell por dar apoyo a los presos | vía @En_Blau_es https://t.co/h7vwgIQmJm,Positivo,"['vergonzoso', 'ataque', 'álvaro', 'ojeda', 'àlex', 'granell', 'dar', 'apoyo', 'presos', 'vía']"
1.0921874650567311e+18,"Viendo quién está apoyando al golpista de Guaidó, me reafirmo que estamos en el lado correcto compañer@s. Casado, Rivera, Abascal, Sánchez, Carmena, Trump, Macrón, UE, y este individuo????, apoyan el golpe. https://t.co/fr2nzCI2GR",Positivo,"['viendo', 'quién', 'apoyando', 'golpista', 'guaidó', 'reafirmo', 'lado', 'correcto', 'compañer', 'casado', 'rivera', 'abascal', 'sánchez', 'carmena', 'trump', 'macrón', 'ue', 'individuo', 'apoyan', 'golpe']"
1.0975770721790074e+18,"@spaincrisis Yo he soñado esta noche que el Congreso Madrileño,  estaba lleno de diputados Catalanes  indepe!! Me he levantado de contenta!???? Yo votaré!",Positivo,"['soñado', 'noche', 'congreso', 'madrileño', 'lleno', 'diputados', 'catalanes', 'indepe', 'levantado', 'contenta', 'votaré']"
1.0977305347494666e+18,"Hoje tive a alegria de almoçar com dois queridos amigos, o Ministro Ernesto e a Ministra Damares.   No cardápio: amor pelo Brasil, fidelidade ao nosso Presidente e uma deliciosa sobremesa via whatsapp com nosso amigo, o prof. Olavo de Carvalho. https://t.co/NK8Mh8dIKY",Neutral,"['hoje', 'tive', 'alegria', 'almoçar', 'com', 'doi', 'queridos', 'amigo', 'ministro', 'ernesto', 'ministra', 'damares', 'cardápio', 'amor', 'pelo', 'brasil', 'fidelidade', 'ao', 'nosso', 'presidente', 'uma', 'deliciosa', 'sobremesa', 'via', 'whatsapp', 'com', 'nosso', 'amigo', 'prof', 'olavo', 'carvalho']"
1.1026048459729018e+18,El actual presidente de la Cámara catalana reivindica un segundo referéndum para solucionar la crisis territorial: “Tengan presente que volveremos a votar” @sergiquitian https://t.co/FIwhhE4gXh,Neutral,"['actual', 'presidente', 'cámara', 'catalana', 'reivindica', 'segundo', 'referéndum', 'solucionar', 'crisis', 'territorial', 'presente', 'volveremos', 'votar']"
1.1026461572794122e+18,"¡Atentos!: El lobby del juego se reunió con 96 políticos españoles en 2018 para presionar a favor del sector. Y aparecen estos nombres: Pío Cabanillas y Rafael Catalá (Codere) al exdiputado Andrés Ayala (Orenes), ¿ #MáspartidopopularMásIgualdad o #MáspartidopopularMásLudopatía ?  https://t.co/DRoKJiMKU7 https://t.co/IZ3IbBhkOd",Positivo,"['atentos', 'lobby', 'juego', 'reunió', 'políticos', 'españoles', 'presionar', 'favor', 'sector', 'aparecen', 'nombres', 'pío', 'cabanillas', 'rafael', 'catalá', 'codere', 'exdiputado', 'andrés', 'ayala', 'orenes']"
1.1031701350855352e+18,"@xriusenoticies Más allá de que pinte mal para Trapero, pinta mal para Forn y para todos. Esto está orquestado desde arriba. La orden y el guión parten de la GenCat, pasan por ANC y Omnium, Mossos, CDR's y grupos varios. ¿TÍTULO DE LA PELÍCULA?  Todos eran golpistas y un poco imbéciles? 😂😂😂😂",Negativo,"['allá', 'pinte', 'mal', 'trapero', 'pinta', 'mal', 'forn', 'orquestado', 'arriba', 'orden', 'guión', 'parten', 'gencat', 'pasan', 'anc', 'omnium', 'mossos', 'cdrs', 'grupos', 'varios', 'título', 'película', 'golpistas', 'imbéciles']"
1.0988916057659596e+18,¿Quién si no Ciudadanos iba a resucitar a Puigdemont para la campaña de las generales? En este show que nos debilita a todos como país se necesitan los unos a los otros.   Puigdemont recoge el guante de Arrimadas y la recibirá en Waterloo https://t.co/RjJlkoEw5a,Positivo,"['quién', 'si', 'ciudadanos', 'iba', 'resucitar', 'puigdemont', 'campaña', 'generales', 'show', 'debilita', 'país', 'necesitan', 'puigdemont', 'recoge', 'guante', 'arrimadas', 'recibirá', 'waterloo']"
1.0974867524140768e+18,Vilalta alerta de que el PSOE quiere aprovechar la no tramitación de los Presupuestos “para hacer electoralismo” a costa del independentismo @alextortsagues https://t.co/65U67EZ2tm,Neutral,"['vilalta', 'alerta', 'psoe', 'quiere', 'aprovechar', 'tramitación', 'presupuestos', 'hacer', 'electoralismo', 'costa', 'independentismo']"
1.097534309492314e+18,"¿Alguien conoce algún argumento a favor de la independencia de Cataluña? Quiero hacer un hilo contraargumentándolos pero se me ocurren pocos... @gabrielrufian, ¿me ayudas?",Positivo,"['alguien', 'conoce', 'algún', 'argumento', 'favor', 'independencia', 'cataluña', 'quiero', 'hacer', 'hilo', 'contraargumentándolos', 'ocurren', 'pocos', 'ayudas']"
1.0975816128360527e+18,Parte de la izquierda en este país ha comprado el relato de los separatistas. Colau o Iceta son ejemplos de personas que avalan el discurso de los mediadores-relatores https://t.co/XBRRq6s9MR,Negativo,"['parte', 'izquierda', 'país', 'comprado', 'relato', 'separatistas', 'colau', 'iceta', 'ejemplos', 'persona', 'avalan', 'discurso', 'mediadoresrelatores']"
1.098751820653052e+18,"El @PSOE no va apoder gobernar en la próxima legislatura sin el apoyo de los partidos independentistas. EH Bildu va a permitir parar a la derecha y poner encima de la mesa una negociacion con el Estado en termino de país, no en términos de partido  https://t.co/8rX9PloiG8",Positivo,"['va', 'apoder', 'gobernar', 'próxima', 'legislatura', 'apoyo', 'partidos', 'independentistas', 'eh', 'bildu', 'va', 'permitir', 'parar', 'derecha', 'poner', 'encima', 'mesa', 'negociacion', 'termino', 'país', 'términos', 'partido']"
1.1036382763075992e+18,Tras el linchamiento 'indepe' a Montserrat del Toro en redes https://t.co/GIV4vmqv8u,Negativo,"['tras', 'linchamiento', 'indepe', 'montserrat', 'toro', 'redes']"
1.1036713432901672e+18,Nova coluna no ar!  Gostei muito de escrevê-la porque exigiu bastante pesquisa em uma área nova: a política como entretenimento.   Bolsonaro é um produto midiático da cultura do espetáculo  ‘Política é show business para pessoas feias’ https://t.co/IWWTVpTQvg por @_pinheira,Neutral,"['nova', 'coluna', 'ar', 'gostei', 'muito', 'escrevêla', 'exigiu', 'bastante', 'pesquisa', 'em', 'uma', 'área', 'nova', 'política', 'entretenimento', 'bolsonaro', 'é', 'um', 'produto', 'midiático', 'da', 'cultura', 'do', 'espetáculo', 'política', 'é', 'show', 'business', 'pessoas', 'feias']"
1.0975160820705034e+18,?? El único cambio que se debe realizar en la avenida Príncep d'Astúries es renombrarla por Princesa de Asturias.  #Colau quiere un cambio de nombre para complacer a los separatistas con vistas a futuros pactos en Barcelona.  https://t.co/VVMuxlMpEW @20m #YoConBOU,Negativo,"['único', 'cambio', 'debe', 'realizar', 'avenida', 'príncep', 'dastúries', 'renombrarla', 'princesa', 'asturias', 'quiere', 'cambio', 'nombre', 'complacer', 'separatistas', 'vista', 'futuros', 'pactos', 'barcelona']"
1.095987314340311e+18,Junqueras només respon a les preguntes de la seva defensa https://t.co/vTwqWAL1wF #OriolJunqueras #judiciproces #Junqueras,Neutral,"['junqueras', 'només', 'respon', 'preguntes', 'seva', 'defensa']"
1.09782587333043e+18,Ada Colau no participará en el besamanos al rey con motivo de la cena del Mobile World Congress por considerar que es  un acto de pleitesía y vasallaje impropio de una democracia del siglo XXI .  https://t.co/0zsElNdE8V #FelizMartes,Positivo,"['ada', 'colau', 'participará', 'besamanos', 'rey', 'motivo', 'cena', 'mobile', 'world', 'congress', 'considerar', 'acto', 'pleitesía', 'vasallaje', 'impropio', 'democracia', 'siglo', 'xxi']"
1.099216290999386e+18,Arrimadas podría anunciar su salto a la política nacional hoy mismo https://t.co/xxmPygKLhF,Neutral,"['arrimadas', 'podría', 'anunciar', 'salto', 'política', 'nacional', 'hoy', 'mismo']"
1.0958915436580209e+18,"teve amor, teve compaixão, teve soliedariedade, teve gigantismo. Não somos inimigos, somos rivais. Somos seres-humanos. ? https://t.co/BoRWe3ANPx",Neutral,"['teve', 'amor', 'teve', 'compaixão', 'teve', 'soliedariedade', 'teve', 'gigantismo', 'não', 'inimigos', 'rivais', 'sereshumanos']"
1.0990225719394836e+18,"De que vais escoria humana? Buscáis guerra, y vais a tener que hacerla vosotros contra vuestras propias paranoias. Tan solo sois unos malnacidos a las órdenes de un PISTOLERO que se cree un dios. Y os vamos a reventar en las urnas el 28A  #ApuntaMiNombreVox https://t.co/yXFccZSDcv",Positivo,"['vais', 'escoria', 'humana', 'buscáis', 'guerra', 'vais', 'tener', 'hacerla', 'propias', 'paranoia', 'tan', 'solo', 'malnacidos', 'órdenes', 'pistolero', 'cree', 'dios', 'vamos', 'reventar', 'urnas']"
1.0932276592519086e+18,??El @PSOE con @sanchezcastejon ha traicionado a todos los Catalanes que defendemos la unidad de España!   Declaraciones de nuestro Presidente @alejandroTGN en el #Parlament. #SanchezDimisión https://t.co/bHxAUZzVMe,Negativo,"['traicionado', 'catalanes', 'defendemos', 'unidad', 'españa', 'declaraciones', 'presidente']"
1.0932752336190054e+18,@QuimTorraiPla A lo mejor no solo no lo aceptamos sino que le damos la bienvenida a un poco de decencia socialista que diga que ya está bien de tanta tontería y cesión a políticos separatistas y golpistas. La justicia os espera. A todos.,Negativo,"['mejor', 'solo', 'aceptamos', 'sino', 'damos', 'bienvenida', 'decencia', 'socialista', 'diga', 'bien', 'tanta', 'tontería', 'cesión', 'políticos', 'separatistas', 'golpistas', 'justicia', 'espera']"
1.0989882156530688e+18,RT @JacmePoch: Inés Arrimadas quan posi el peu a Madrid per a quedar-s'hi:   Soy madrileña. Esta es mi tierra. ,Positivo,"['inés', 'arrimadas', 'quan', 'posi', 'peu', 'madrid', 'per', 'quedarshi', 'madrileña', 'tierra']"
1.095998186655748e+18,"INDIGNACIÓN TOTAL DE TODA LA COMUNIDAD POR ESTA NOTICIA  ¡Y bomberos y forestales MANIFESTÁNDOSE y creando altercados de uniforme con TOTAL IMPUNIDAD!  Asuntos Internos cita a declarar al mosso del  La república no existe, idiota   #comparte si te indigna  https://t.co/Uxv3SvPIki",Negativo,"['indignación', 'total', 'toda', 'comunidad', 'noticia', 'bomberos', 'forestales', 'manifestándose', 'creando', 'altercados', 'uniforme', 'total', 'impunidad', 'asuntos', 'internos', 'cita', 'declarar', 'mosso', 'república', 'existe', 'idiota', 'si', 'indigna']"
1.0978375191886927e+18,Para Ada Colau todos tienen lengua materna menos los que hablan español. #DolcaCataluña #jacobialcalde #Barcelona #tabarnia  #España https://t.co/uzxoHnlyWl,Negativo,"['ada', 'colau', 'lengua', 'materna', 'menos', 'hablan', 'español']"
1.0974939175981425e+18,"?Padraic Kenna: “Mientras a los bancos les interese que el precio de la vivienda sea alto, los políticos no podrán hacer nada  https://t.co/xfRxY37j5k",Neutral,"['padraic', 'kenna', 'mientras', 'bancos', 'interese', 'precio', 'vivienda', 'alto', 'políticos', 'podrán', 'hacer']"
1.103394372006146e+18,RT @CONCHA_ZARAGOZA: El funcionariado hunde a la defensa de los golpistas https://t.co/alYsRyzrVt vía @libertaddigital,Negativo,"['funcionariado', 'hunde', 'defensa', 'golpistas', 'vía']"
1.092162396582568e+18,"Si ofreces competencias para lograr satisfacer a ese nacionalismo, siempre habrá cosas para sentirse insatisfecho. Es un error querer satisfacer al nacionalismo con más competencias   https://t.co/e10EuoWUSe",Negativo,"['si', 'ofreces', 'competencias', 'lograr', 'satisfacer', 'nacionalismo', 'siempre', 'cosas', 'sentirse', 'insatisfecho', 'error', 'querer', 'satisfacer', 'nacionalismo', 'competencias']"
1.1036435645741956e+18,"Qué calladitos estáis,  golpistas fascistas....no os está gustando mucho el juicio, ehhhhhhh???  Golpistas,  fascistas y violentos.....sois más chulos que un ocho 👏👏👏",Negativo,"['calladitos', 'golpistas', 'fascistasno', 'gustando', 'juicio', 'ehhhhhhh', 'golpistas', 'fascista', 'violentossois', 'chulos', 'ocho']"
1.0959930153305866e+18,Os he contado que yo trabajo con unos cuantos indepes??  Pues eso!!! ?,Neutral,"['contado', 'trabajo', 'cuantos', 'indepes', 'pues']"
1.0961888399812687e+18,"#Pensamiento |  Causa sonrojo o vergüenza ajena escuchar a Quim Torra cuando manosea conceptos como democracia o libertad , por @manupediaz_  https://t.co/jatNmWbMsp",Negativo,"['causa', 'sonrojo', 'vergüenza', 'ajena', 'escuchar', 'quim', 'torra', 'manosea', 'conceptos', 'democracia', 'libertad']"
1.0959557177927188e+18,@usuku A mí me sorprende el buenísimo de aquellos que les apoyan sin ser indepes.  Les dices: no son superiores ni diferentes ni mejores. Solo quieren deshacerse de lo q creen inferior y una carga. Y no lo ven. Es más guay apoyar a los burgueses. luego van de solidarios. Q tecla tocan?,Negativo,"['sorprende', 'buenísimo', 'aquellos', 'apoyan', 'ser', 'indepes', 'dice', 'superiores', 'diferentes', 'mejores', 'solo', 'quieren', 'deshacerse', 'q', 'creen', 'inferior', 'carga', 'ven', 'guay', 'apoyar', 'burgueses', 'luego', 'van', 'solidarios', 'q', 'tecla', 'tocan']"
1.10373327280529e+18,Tomando uma antes do fut,Neutral,"['tomando', 'uma', 'do', 'fut']"
1.0978089792904068e+18,Los CDR siguen campando a sus anchas por toda CAT. Hasta el punto de que ya no sólo se atreven a acosar a jueces y políticos a atacar sedes judiciales. Han ido un paso más allá y han atacado con pintura amarilla el cuartel de la GC de Vic. #LaSilenciosaCat https://t.co/TUTakGqoto,Negativo,"['cdr', 'siguen', 'campando', 'anchas', 'toda', 'cat', 'punto', 'sólo', 'atreven', 'acosar', 'jueces', 'políticos', 'atacar', 'sedes', 'judiciales', 'ido', 'paso', 'allá', 'atacado', 'pintura', 'amarilla', 'cuartel', 'gc', 'vic']"
1.0988575877711708e+18,"Este tipo cuyo cargo no ha sido votado, que su título es impuesto por un dictador fascista y cuya familia (su fuente de  legitimidad ) es un nido de opacidad, corrupción y latrocinio, nos da lecciones de democracia. https://t.co/hRWpaBRqsy  A la porra.",Positivo,"['tipo', 'cuyo', 'cargo', 'sido', 'votado', 'título', 'impuesto', 'dictador', 'fascista', 'cuya', 'familia', 'fuente', 'legitimidad', 'nido', 'opacidad', 'corrupción', 'latrocinio', 'da', 'lecciones', 'democracia', 'porra']"
1.0932466074228776e+18,"Trivagos, Hooligans, Sin Vergüenza: ladran antes de su “jauría” dominguera.  #ReclamamosRepública  ?Para ilegalizar a los condenados por corruPPción. ?Desenmascarar a mentirosos que paC’stan Paquí Pallá. ?Combatir el fascismo de los perros V?Xeros.  ¡NO PASARÁN! ???? https://t.co/EXY07QbsW7",Positivo,"['trivagos', 'hooligan', 'vergüenza', 'ladran', 'jauría', 'dominguera', 'ilegalizar', 'condenados', 'corruppción', 'desenmascarar', 'mentirosos', 'pac', 'stan', 'paquí', 'pallá', 'combatir', 'fascismo', 'perros', 'vxeros', 'pasarán']"
