Id,Texto,Sentimiento,Texto_preprocesado
1.10375330100958e+18,"@RupertCocke @MariadelMarMen9 @bsrbcn @sarcasmodigame Eso pasará en el Reino Unido. Aquí en España no entiendo cómo puede ganar las elecciones un partido con cientos de imputados. Tu teoría se desmonta revisando la historia de los partidos políticos. Algunos votan al mismo partido toda la vida, hagan lo que hagan…",Positivo,"['pasará', 'reino', 'unido', 'aquí', 'españa', 'entiendo', 'cómo', 'puede', 'ganar', 'elecciones', 'partido', 'cientos', 'imputados', 'teoría', 'desmonta', 'revisando', 'historia', 'partidos', 'políticos', 'votan', 'mismo', 'partido', 'toda', 'vida', 'hagan', 'hagan']"
1.0993945664600024e+18,Ver figurões da esquerda ironizando ou torcendo para que os famintos venezuelanos não recebam ajuda humanitária provoca engulhos. A desumanidade que justifica o apoio aos genocidas. São humanistas de araque. Poderiam matar qualquer um de nós em nome da causa.,Neutral,"['ver', 'figurões', 'da', 'esquerda', 'ironizando', 'ou', 'torcendo', 'famintos', 'venezuelanos', 'não', 'recebam', 'ajuda', 'humanitária', 'provoca', 'engulhos', 'desumanidade', 'justifica', 'apoio', 'aos', 'genocidas', 'são', 'humanistas', 'araque', 'poderiam', 'matar', 'qualquer', 'um', 'nós', 'em', 'nome', 'da', 'causa']"
1.1030395932958188e+18,"@IzcaNacional @protestona1 Vosotros sois ignorantes. Esto es lo que defendéis 👇.  No tenéis idea de lo que es justicia y mucho menos democracia, eso esta claro, sois más de la demagogia y de sumarse a causas fascistas. https://t.co/mCfCCkNn2T",Negativo,"['ignorantes', 'defendéis', 'idea', 'justicia', 'menos', 'democracia', 'claro', 'demagogia', 'sumarse', 'causa', 'fascista']"
1.1028724971863204e+18,Millo dice que  lo más fácil  para dar cumplimiento a la orden judicial habría sido desconvocar Puigdemont el referéndum.   Respuesta de Pugidemont:  yo ya tengo muy claro lo que tengo que hacer y por lo tanto lo haré .,Negativo,"['millo', 'dice', 'fácil', 'dar', 'cumplimiento', 'orden', 'judicial', 'sido', 'desconvocar', 'puigdemont', 'referéndum', 'respuesta', 'pugidemont', 'claro', 'hacer', 'haré']"
1.097964946573402e+18,"#19Feb también recibimos el respaldo de un grupo de exconstituyentistas, quienes reconocen nuestra lucha para restablecer la democracia y el #PlanPaís con el que vamos a rescatar a Venezuela.   Hemos recuperado la esperanza. ¡Estamos unidos y movilizados para lograr la libertad! https://t.co/lSyTEzqf7c",Neutral,"['recibimos', 'respaldo', 'grupo', 'exconstituyentistas', 'reconocen', 'lucha', 'restablecer', 'democracia', 'vamos', 'rescatar', 'venezuela', 'recuperado', 'esperanza', 'unidos', 'movilizados', 'lograr', 'libertad']"
1.0932050653541498e+18,"@alejandroTGN @ignaciadepano @sanchezcastejon todos los políticos dejen ya de criticarse, aquí sólo hay problema y es el independentismo catalán que está destrozando nuestro país poco a poco. Como sigan subvencionando al monstruo un día será muy tarde, millones de adoctrinados nos arrastrarán a un conflicto grave.",Negativo,"['políticos', 'dejen', 'criticarse', 'aquí', 'sólo', 'problema', 'independentismo', 'catalán', 'destrozando', 'país', 'sigan', 'subvencionando', 'monstruo', 'día', 'tarde', 'millones', 'adoctrinados', 'arrastrarán', 'conflicto', 'grave']"
1.0961402907825766e+18,"@RGInvest @ignaciadepano @brassensgeorges Si, en eso tienes razón En los grupos de WhatsApp, los nacionalistas del lazi,eran los primeros en poner comentarios políticos, cuando alguien les contestaba se enfadaban Pero aunque se insistiera en evitar eso, ellos seguían, al final, fin del grupo",Negativo,"['si', 'razón', 'grupos', 'whatsapp', 'nacionalistas', 'lazieran', 'primeros', 'poner', 'comentarios', 'políticos', 'alguien', 'contestaba', 'enfadaban', 'aunque', 'insistiera', 'evitar', 'seguían', 'final', 'fin', 'grupo']"
1.0977404903662182e+18,Leed los comentarios cliché del indepe llorón. https://t.co/qQNudcMxvM,Negativo,"['leed', 'comentarios', 'cliché', 'indepe', 'llorón']"
1.0930712458458932e+18,Tatxo Benet llevará de vuelta la obra 'Presos políticos' a la feria Arco https://t.co/kOcKkmWFNy #arte #cultura,Neutral,"['tatxo', 'benet', 'llevará', 'vuelta', 'obra', 'presos', 'políticos', 'feria', 'arco']"
1.1024454330230088e+18,"RT @Fla_Humor: Depois cai, a culpa é do pedreiro! 😂😂😂 https://t.co/r2VI922pFY",Neutral,"['depois', 'cai', 'culpa', 'é', 'do', 'pedreiro']"
1.1041130560602644e+18,"@xaviercolas @Elidien @jorgecagiaoycon @laiabalcells @nmichavila La realidad es la que es. Queremos la independencia, con o sin permiso. Así que de llorera ninguna. Se acabó lo de pedir.",Positivo,"['realidad', 'queremos', 'independencia', 'permiso', 'así', 'llorera', 'ninguna', 'acabó', 'pedir']"
1.096135155046064e+18,"@J_Zaragoza_ Bona nit.   Los independentistas votaron la moción de censura para que el PSOE ganara lo que perdió en las urnas:    Pero como todos son epañoles y del 155, se fueron animando entre ellos a ver quién la decía más gorda.  Y claro,   a la vía . https://t.co/FULu09w1H3",Positivo,"['bona', 'nit', 'independentistas', 'votaron', 'moción', 'censura', 'psoe', 'ganara', 'perdió', 'urnas', 'epañoles', 'animando', 'ver', 'quién', 'decía', 'gorda', 'claro', 'vía']"
1.103675029345194e+18,@eljueves @jmconejo Para ser la barrera del Islam desde los albores de los tiempos parece que al “dinero morito” no les hacen ascos en #VOX. 🤥🤥 El grupo iraní que financió a Vox: una organización apoyada por líderes occidentales pese a su pasado terrorista https://t.co/G2mLe9WT1G vía @eldiarioes,Positivo,"['ser', 'barrera', 'islam', 'albores', 'tiempos', 'parece', 'dinero', 'morito', 'hacen', 'ascos', 'grupo', 'iraní', 'financió', 'vox', 'organización', 'apoyada', 'líderes', 'occidentales', 'pese', 'pasado', 'terrorista', 'vía']"
1.0990389452188344e+18,Arrimadas podría anunciar su salto a la política nacional este sábado  https://t.co/W2Je0xUPeo,Neutral,"['arrimadas', 'podría', 'anunciar', 'salto', 'política', 'nacional', 'sábado']"
1.093129308393128e+18,El motivo es protestar por el comienzo del juicio a los dirigentes independentistas en el Tribunal Supremo https://t.co/auHqz6ajyT,Neutral,"['motivo', 'protestar', 'comienzo', 'juicio', 'dirigentes', 'independentistas', 'tribunal', 'supremo']"
1.0921179635771514e+18,"RT @ethally: España, a punto de ser calificada como “democracia defectuosa” por la “represión” en Cataluña https://t.co/7OfOu2UACU",Positivo,"['españa', 'punto', 'ser', 'calificada', 'democracia', 'defectuosa', 'represión', 'cataluña']"
1.099341239273562e+18,"RT @allantercalivre: PSB assinou, ontem, junto do PT um manifesto de apoio ao Maduro. Apoiar Maduro deveria ser crime assim como quem promo…",Neutral,"['psb', 'assinou', 'ontem', 'junto', 'do', 'pt', 'um', 'manifesto', 'apoio', 'ao', 'maduro', 'apoiar', 'maduro', 'deveria', 'ser', 'crime', 'assim', 'quem', 'promo']"
1.0921582816556974e+18,"Varios paises de la UE, entre ellos España, reconocerán este lunes a Guaidó como presidente interino ante la negativa del líder chavista a convocar las presidenciales https://t.co/K9CwKI633d",Neutral,"['varios', 'paises', 'ue', 'españa', 'reconocerán', 'lunes', 'guaidó', 'presidente', 'interino', 'negativa', 'líder', 'chavista', 'convocar', 'presidenciales']"
1.1033125830487409e+18,"#UnionGC ha estado en la concentración de hoy frente a la DGGC para protestar por la decisión unilateral de Azón sobre la #EquiparacionSalarial  Nuestro Secretario General lo deja claro, Sr. Azón, no se puede jugar con los #GuardiaCivil, hago un favor a la institución y DIMITA https://t.co/bXpttU1b8c",Negativo,"['concentración', 'hoy', 'frente', 'dggc', 'protestar', 'decisión', 'unilateral', 'azón', 'secretario', 'general', 'deja', 'claro', 'sr', 'azón', 'puede', 'jugar', 'hago', 'favor', 'institución', 'dimita']"
1.1034440218951844e+18,"Se Bolsonaro não mostrasse o vídeo a imprensa não mostraria.  Isso acontece ha muitos anos e nada nunca foi feito, crianças vêem esse tipo de coisa ao vivo em vários lugares.  #BolsonaroTemRazão",Neutral,"['bolsonaro', 'não', 'mostrasse', 'vídeo', 'imprensa', 'não', 'mostraria', 'isso', 'acontece', 'muitos', 'ano', 'nunca', 'foi', 'feito', 'crianças', 'vêem', 'esse', 'tipo', 'coisa', 'ao', 'vivo', 'em', 'vários', 'lugares']"
1.1036555028804076e+18,"@xriusenoticies @tv3cat @estapassanttv3 @tonisoler @nllorachb @sempresaludava Todos los derechones y ciudadaners llamáis estrella a cualquier colaborador indepe de TV3. Se os ve demasiado el plumero y la estrategia conjunta. Si disimuláis un poco más igual cuela. Bueno, entre los vuestros cuela igual, claro. De donde no hay...",Positivo,"['derechones', 'ciudadaners', 'llamáis', 'estrella', 'cualquier', 'colaborador', 'indepe', 'tv', 've', 'demasiado', 'plumero', 'estrategia', 'conjunta', 'si', 'disimuláis', 'igual', 'cuela', 'bueno', 'cuela', 'igual', 'claro']"
1.095960304322859e+18,? DIRECTO | La cúpula de @Esquerra_ERC  arropa a Oriol @Junqueras  a las puertas del Supremo poco antes de que el líder de ERC empiece a declarar en el juicio al #procés https://t.co/YgytPlyA1S #1O https://t.co/NgVyi9GSUo,Neutral,"['directo', 'cúpula', 'arropa', 'oriol', 'puertas', 'supremo', 'líder', 'erc', 'empiece', 'declarar', 'juicio']"
1.10303953647983e+18,RT @Concheta_81: @libre22356 @lidiacarrion86 No es lo indefendible hay una ligera diferencia entre querer y amar. Si no lo entiendes es pro…,Neutral,"['indefendible', 'ligera', 'diferencia', 'querer', 'amar', 'si', 'entiendes', 'pro']"
1.0979565506673212e+18,"La clava Ken Brokman cuando le dice a Bart que los sentimientos nublan la razón. El nacionalismo es ejemplo de ello, cuando el análisis de la realidad está totalmente distorsionado por el sentimiento de amor a una idea de nación, cultura o lengua.",Neutral,"['clava', 'ken', 'brokman', 'dice', 'bart', 'sentimientos', 'nublan', 'razón', 'nacionalismo', 'ejemplo', 'ello', 'análisis', 'realidad', 'totalmente', 'distorsionado', 'sentimiento', 'amor', 'idea', 'nación', 'cultura', 'lengua']"
1.0992629837866392e+18,"Se empieza pidiendo la lista de quienes trabajan contra la violencia de género, de quienes son sindicalistas de izquierdas, de quienes son comunistas, separatistas, abertzales... Y después pasan cosas como la matanza de los abogados de Atocha.",Positivo,"['empieza', 'pidiendo', 'lista', 'trabajan', 'violencia', 'género', 'sindicalistas', 'izquierdas', 'comunistas', 'separatistas', 'abertzales', 'después', 'pasan', 'cosas', 'matanza', 'abogados', 'atocha']"
1.0979686781534004e+18,"Y por eso hemos hecho lo que los ultras nos han pedido: levantarnos de la mesa de diálogo y convocar elecciones. Ah, y reconocerle las bondades y no las vergüenzas al 155. Tra, tra. https://t.co/nQRLwnd1PY",Positivo,"['hecho', 'ultras', 'pedido', 'levantarnos', 'mesa', 'diálogo', 'convocar', 'elecciones', 'ah', 'reconocerle', 'bondades', 'vergüenzas', 'tra', 'tra']"
1.0992749984962804e+18,"Llegó el día, Venezuela! Tomamos las calles, estamos en en todo el país. Un 23 juramos luchar por la libertad de  Venezuela. Un 23 cumpliremos con nuestro deber. #23FAyudaYLibertad https://t.co/H2sDQEhTNT",Neutral,"['llegó', 'día', 'venezuela', 'tomamos', 'calles', 'país', 'juramos', 'luchar', 'libertad', 'venezuela', 'cumpliremos', 'deber']"
1.1034428362199325e+18,"RT @Comenta_Lucaas: Namoral eu não estou suportando esse danrley, eliminem esse embuste na primeira oportunidade pelo amor de deus. #BBB19",Neutral,"['namoral', 'eu', 'não', 'estou', 'suportando', 'esse', 'danrley', 'eliminem', 'esse', 'embuste', 'na', 'primeira', 'oportunidade', 'pelo', 'amor', 'deus']"
1.102497404937478e+18,Los independentistas estan: Contra la mitad de los catalanes Contra España Contra la Union Europea Contra el Estatut Contra la Constitución  Contra la justicia Contra los sindicatos de clase Contra la economía Contra los presupuestos más sociales Todo por que quieren romper. #28A,Negativo,"['independentistas', 'estan', 'mitad', 'catalanes', 'españa', 'union', 'europea', 'estatut', 'constitución', 'justicia', 'sindicatos', 'clase', 'economía', 'presupuestos', 'sociales', 'quieren', 'romper']"
1.103753741369598e+18,"Qué cabrones y terroristas somos los indepes, tienen armas de destrucción masiva contra🇪🇦:  Murallas humanas Cadenas humanas Silbatos  Hacen manis Símbolos amarillistas Conos Fairy Lazos amarillos Pancartas por presos políticos Aviones Levantan peajes Cdrs Ponen urnas para votar",Positivo,"['cabrones', 'terroristas', 'indepes', 'armas', 'destrucción', 'masiva', 'murallas', 'humanas', 'cadenas', 'humanas', 'silbatos', 'hacen', 'manis', 'símbolos', 'amarillistas', 'conos', 'fairy', 'lazos', 'amarillo', 'pancartas', 'presos', 'políticos', 'aviones', 'levantan', 'peajes', 'cdrs', 'ponen', 'urnas', 'votar']"
1.1029197629113508e+18,"Millo miente, divaga, con conocimiento. Cuando la defensa intenta poner en conocimiento de la mesa que lo que ha dicho es mentira, Marchena no les deja defenderse. Vulneran y vulneran...   #judicialademocràcia",Positivo,"['millo', 'miente', 'divaga', 'conocimiento', 'defensa', 'intenta', 'poner', 'conocimiento', 'mesa', 'dicho', 'mentira', 'marchena', 'deja', 'defenderse', 'vulneran', 'vulneran']"
1.1036963463877592e+18,"@manel_moles @noelia_caro Como se hacen Pipí los golpistas delante del juez, todo simbólico Señoría, puedo ir al lavabo otra vez ? 😂😂😂",Negativo,"['hacen', 'pipí', 'golpistas', 'delante', 'juez', 'simbólico', 'señoría', 'puedo', 'ir', 'lavabo', 'vez']"
1.0973857688830116e+18,RT @pepeonet: #GuerraEnSalvados “Lo de Cataluña es un golpe de estado. El  apaciguamiento con el independentismo no funciona”,Negativo,"['cataluña', 'golpe', 'apaciguamiento', 'independentismo', 'funciona']"
1.097806661639639e+18,"@GirautaOficial Sr. Girauta, por qué cree ud. que los catalanes constitucionalistas, que votamos el 21D a Cs., ahora les asociamos con el PSC, somos tontos?",Negativo,"['sr', 'girauta', 'cree', 'ud', 'catalanes', 'constitucionalistas', 'votamos', 'd', 'c', 'ahora', 'asociamos', 'psc', 'tontos']"
1.1040297059157812e+18,@____oscar_ @ClodoaldoWalsh @sergilunaperez @contraidees Entonces lo tuyo no va ni de democracia ni de antifascismo como sueles decir sino de puro sentimiento identitario.,Positivo,"['entonces', 'va', 'democracia', 'antifascismo', 'sueles', 'decir', 'sino', 'puro', 'sentimiento', 'identitario']"
1.0976568029158728e+18,"#EEUU niega impedir la salida de refugiados del campamento de Rukban, en Siria https://t.co/3fX5R8Dwsf",Neutral,"['niega', 'impedir', 'salida', 'refugiados', 'campamento', 'rukban', 'siria']"
1.0921553008603136e+18,Pues ahora sólo le queda pedir perdón por faltar contra el 8º mandamiento:  No dirás falsos testimonios ni mentirás   ¡¡¡La república no existe idiota!!!  #FelizDomingo https://t.co/c67hCrKRS2,Negativo,"['pues', 'ahora', 'sólo', 'queda', 'pedir', 'perdón', 'faltar', 'º', 'mandamiento', 'dirás', 'falsos', 'testimonios', 'mentirás', 'república', 'existe', 'idiota']"
1.0978611292111832e+18,Otra traición. #LaEspañaQueQuieres @psoe es una España dividida. Una España enfrentada. Pero #LaEspañaViva no te lo permitirá. #YoVotoVOX https://t.co/AnA85gXKI1,Negativo,"['traición', 'españa', 'dividida', 'españa', 'enfrentada', 'permitirá']"
1.0974651067016684e+18,RT @LaVanguardia: ¿Aplicarías otra vez el 155 en Catalunya? https://t.co/uNaSlAdcJo,Neutral,"['aplicarías', 'vez', 'catalunya']"
1.1033466325973606e+18,👉 Falta por devolver el 90% de la paga extra de los funcionarios del 2013 y la completa del 2014 🎥 @dimasciudadano  Hasta que el ultimo € no esté en la cuenta del último trabajador público de Cataluña desde Cs seguiremos reclamando sus derechos  #Parlament https://t.co/ACEsKb3bhL,Negativo,"['falta', 'devolver', 'paga', 'extra', 'funcionarios', 'completa', 'ultimo', 'cuenta', 'último', 'trabajador', 'público', 'cataluña', 'c', 'seguiremos', 'reclamando', 'derechos']"
1.0932730686744003e+18,"Este domingo a mediodía se convoca, más allá de siglas e ideologías, la manifestación más crucial para la democracia desde hace décadas. Soy de Barcelona pero estaré allí en Madrid, con mis compatriotas. Espero veros a todos en la Plaza Colón: llenemos esa plaza por España",Negativo,"['domingo', 'mediodía', 'convoca', 'allá', 'siglas', 'ideologías', 'manifestación', 'crucial', 'democracia', 'hace', 'décadas', 'barcelona', 'allí', 'madrid', 'compatriotas', 'espero', 'veros', 'plaza', 'colón', 'llenemos', 'plaza', 'españa']"
1.103619371568644e+18,Te das cuenta de porque la catalanofobia está relacionada con el antifascismo mirando el juicio a la democracia.  La acusación popular: partido fascista.  Testigos clave: 1.secretaria judicial (unidad nacional española) 2. De los Conos ( torturador y golpista franquista) 3. Sigo?,Positivo,"['da', 'cuenta', 'catalanofobia', 'relacionada', 'antifascismo', 'mirando', 'juicio', 'democracia', 'acusación', 'popular', 'partido', 'fascista', 'testigos', 'clave', 'secretaria', 'judicial', 'unidad', 'nacional', 'española', 'conos', 'torturador', 'golpista', 'franquista', 'sigo']"
1.1028105653098044e+18,RT @Antrophistoria: Tipos de cerámica griega antigua. #Grecia https://t.co/0n9GaxroAo,Neutral,"['tipos', 'cerámica', 'griega', 'antigua']"
1.0359304914956084e+18,"Otro reportaje del @GrupoMEDIAPRO,  20S , esta vez de los días anteriores al referéndum, cuando intervenieron la Generalitat, sobretodo respecto a la entrada de la policía a la Conselleria d'Economia i Hisenda: https://t.co/YSC52Em3Fk",Positivo,"['reportaje', 's', 'vez', 'días', 'anteriores', 'referéndum', 'intervenieron', 'generalitat', 'sobretodo', 'respecto', 'entrada', 'policía', 'conselleria', 'deconomia', 'i', 'hisenda']"
1.0990077576242668e+18,"Eles não foram eleitos, ganharam de presente os cargos e se tornaram “Deuses”?   Todo brasileiro tem q andar sob as mesmas leis, até presidente sofre impeachment se as fere.  #ImpeachmentGilmar  #ImpeachmentLewandowski  #ImpeachmentToffoli https://t.co/6fCceadKf1",Neutral,"['eles', 'não', 'foram', 'eleitos', 'ganharam', 'presente', 'cargo', 'tornaram', 'deuses', 'brasileiro', 'tem', 'q', 'andar', 'sob', 'a', 'mesmas', 'lei', 'até', 'presidente', 'sofre', 'impeachment', 'a', 'fere']"
1.0930345586714664e+18,"Acabar con el Rey, el 155 y con  los privilegios franquistas : los 21 puntos que Torra presentó a Sánchez https://t.co/d7zWXVZGwe",Neutral,"['acabar', 'rey', 'privilegios', 'franquistas', 'puntos', 'torra', 'presentó', 'sánchez']"
1.1025589652070564e+18,Tem jornalista que corre atrás do carro alegórico atrás da notícia. Tem jornalista que joga confete! O professor Samuel Lima mostra esses dois comportamentos na cobertura da crise venezuelana. Abre-alas para o comentário da semana do objETHOS! https://t.co/5ZAsTUb8bu,Neutral,"['tem', 'jornalista', 'corre', 'atrás', 'do', 'carro', 'alegórico', 'atrás', 'da', 'notícia', 'tem', 'jornalista', 'joga', 'confete', 'professor', 'samuel', 'lima', 'mostra', 'es', 'doi', 'comportamentos', 'na', 'cobertura', 'da', 'crise', 'venezuelana', 'abrealas', 'comentário', 'da', 'semana', 'do', 'objethos']"
1.0919992796931316e+18,- He visto todas las pelis españolas. - Cuál te ha gustado más?? - A Star Is Born - De qué va? - De una gitana lesbiana. - Taluego!!,Neutral,"['visto', 'toda', 'pelis', 'españolas', 'cuál', 'gustado', 'star', 'is', 'born', 'va', 'gitana', 'lesbiana', 'taluego']"
1.1030758491112488e+18,@COPE @mass7306 @guardiacivil Este pajaro no es el q se presento el #23F disfrazado de falangista en un cuartel d la guardia civil?. Bazofia golpista?,Positivo,"['pajaro', 'q', 'presento', 'disfrazado', 'falangista', 'cuartel', 'd', 'guardia', 'civil', 'bazofia', 'golpista']"
1.0994551245677158e+18,RT @javichu_r: JJV: “A ti Fede te la pela no?” Sofia: “A mi me la pela completamente” 😂 #ghlio,Neutral,"['jjv', 'fede', 'pela', 'sofia', 'pela', 'completamente']"
1.103409612689195e+18,"En las @viasverdes_ffe  de #España puedes encontrar lugares llenos de anécdotas e historias, y otros llenos de magia de los cuentos, os hablamos de la #EstaciondeLosCuentos de @TurismoSeron #Niños...  #NoOlvidesTuCantimplora  https://t.co/CplUC5IX76 https://t.co/rc9UvNG9Bn",Neutral,"['puedes', 'encontrar', 'lugares', 'llenos', 'anécdotas', 'historias', 'llenos', 'magia', 'cuentos', 'hablamos']"
1.0990239086684324e+18,A pesar de que el Tribunal Supremo se niega a reservar plaza para observadoras en la sala un día más estamos a punto de entrar haciendo cola desde la madrugada.   Hemos vuelto a solicitar un acceso normalizado para realizar una tarea imprescindible en democracia. https://t.co/YofmxJkSYN,Neutral,"['pesar', 'tribunal', 'supremo', 'niega', 'reservar', 'plaza', 'observadoras', 'sala', 'día', 'punto', 'entrar', 'haciendo', 'cola', 'madrugada', 'vuelto', 'solicitar', 'acceso', 'normalizado', 'realizar', 'tarea', 'imprescindible', 'democracia']"
1.1029306891110892e+18,"@rogertorrent Mayoría de catalanes votaron el 1-0? Eso has dicho en el juicio?Venga ya, referéndum ilegal y votando más de 4 veces, con que censo?La mayoría de catalanes, no somos indepens.Entérate Rogelio. Todo en vosotros es mentira, utopía y destrucción,por la la pela, qué pena de cerebros.",Negativo,"['mayoría', 'catalanes', 'votaron', 'dicho', 'juiciovenga', 'referéndum', 'ilegal', 'votando', 'veces', 'censola', 'mayoría', 'catalanes', 'indepensentérate', 'rogelio', 'mentira', 'utopía', 'destrucciónpor', 'pela', 'pena', 'cerebros']"
1.0992843783273716e+18,ACTUALIZACIÓN: #Arrimadas hace oficial su salto al #Congreso anunciando que será la candidata uno para #Barcelona #Ciudadanos https://t.co/9bw5SNVCFO,Neutral,"['actualización', 'hace', 'oficial', 'salto', 'anunciando', 'candidata']"
1.09915414762505e+18,#VenezuelaAidLive | Más de 300 mil personas asistieron al concierto. Las calles de Cúcuta fueron las primeras en convertirse en ríos humanos https://t.co/BXPS3y0hKi https://t.co/11CV8gN4Xq,Neutral,"['mil', 'persona', 'asistieron', 'concierto', 'calles', 'cúcuta', 'primeras', 'convertirse', 'ríos', 'humanos']"
1.1026048459729018e+18,El actual presidente de la Cámara catalana reivindica un segundo referéndum para solucionar la crisis territorial: “Tengan presente que volveremos a votar” @sergiquitian https://t.co/FIwhhE4gXh,Neutral,"['actual', 'presidente', 'cámara', 'catalana', 'reivindica', 'segundo', 'referéndum', 'solucionar', 'crisis', 'territorial', 'presente', 'volveremos', 'votar']"
1.0977823170142287e+18,? DIRECTO | El Supremo reanuda el juicio del #procés. Jordi Turull abre las declaraciones de esta segunda semana de sesiones https://t.co/o0p4tFmgLr #1O,Neutral,"['directo', 'supremo', 'reanuda', 'juicio', 'jordi', 'turull', 'abre', 'declaraciones', 'segunda', 'semana', 'sesiones']"
1.0989978333682606e+18,"Lo lamento por Toledo y como no, por Barcelona. Unos se quedan con la mierda y los otros con la caca.   Girauta se presentará por Toledo y deja vía libre a Arrimadas para Barcelona  https://t.co/WAJ3nsLjzT",Positivo,"['lamento', 'toledo', 'barcelona', 'quedan', 'mierda', 'caca', 'girauta', 'presentará', 'toledo', 'deja', 'vía', 'libre', 'arrimadas', 'barcelona']"
